Driver,LapNumber,LapTime,Stint,Compound,TyreLife,TrackStatus,Position
TSU,45.0,0 days 00:01:37.021000,4.0,SOFT,8.0,1,11.0
TSU,46.0,0 days 00:01:37.258000,4.0,SOFT,9.0,1,11.0
TSU,47.0,0 days 00:01:37.359000,4.0,SOFT,10.0,1,11.0
TSU,48.0,0 days 00:01:37.238000,4.0,SOFT,11.0,1,11.0
TSU,49.0,0 days 00:01:37.528000,4.0,SOFT,12.0,1,11.0
TSU,50.0,0 days 00:01:37.624000,4.0,SOFT,13.0,1,11.0
TSU,51.0,0 days 00:01:37.706000,4.0,SOFT,14.0,1,11.0
TSU,52.0,0 days 00:01:37.590000,4.0,SOFT,15.0,1,11.0
TSU,53.0,0 days 00:01:37.675000,4.0,SOFT,16.0,1,11.0
TSU,54.0,0 days 00:01:37.720000,4.0,SOFT,17.0,1,11.0
TSU,55.0,0 days 00:01:37.945000,4.0,SOFT,18.0,1,11.0
TSU,56.0,0 days 00:01:38.102000,4.0,SOFT,19.0,1,11.0
TSU,57.0,0 days 00:01:38.246000,4.0,SOFT,20.0,1,11.0
ALB,1.0,0 days 00:01:46.453000,1.0,SOFT,1.0,12,12.0
ALB,2.0,0 days 00:01:40.430000,1.0,SOFT,2.0,21,12.0
ALB,3.0,0 days 00:01:40.143000,1.0,SOFT,3.0,1,12.0
ALB,4.0,0 days 00:01:39.761000,1.0,SOFT,4.0,1,11.0
ALB,5.0,0 days 00:01:40.606000,1.0,SOFT,5.0,1,11.0
ALB,6.0,0 days 00:01:40.744000,1.0,SOFT,6.0,1,11.0
ALB,7.0,0 days 00:01:40.646000,1.0,SOFT,7.0,1,11.0
ALB,8.0,0 days 00:01:40.918000,1.0,SOFT,8.0,1,11.0
ALB,9.0,0 days 00:01:40.969000,1.0,SOFT,9.0,1,11.0
ALB,10.0,0 days 00:01:41.119000,1.0,SOFT,10.0,1,11.0
ALB,11.0,0 days 00:01:43.948000,1.0,SOFT,11.0,1,12.0
ALB,12.0,0 days 00:01:59.445000,2.0,SOFT,1.0,1,15.0
ALB,13.0,0 days 00:01:38.649000,2.0,SOFT,2.0,1,11.0
ALB,14.0,0 days 00:01:38.472000,2.0,SOFT,3.0,1,11.0
ALB,15.0,0 days 00:01:39.158000,2.0,SOFT,4.0,1,10.0
ALB,16.0,0 days 00:01:39.253000,2.0,SOFT,5.0,1,10.0
ALB,17.0,0 days 00:01:39.094000,2.0,SOFT,6.0,1,10.0
ALB,18.0,0 days 00:01:39.049000,2.0,SOFT,7.0,1,10.0
ALB,19.0,0 days 00:01:39.272000,2.0,SOFT,8.0,1,10.0
ALB,20.0,0 days 00:01:39.299000,2.0,SOFT,9.0,1,10.0
ALB,21.0,0 days 00:01:39.591000,2.0,SOFT,10.0,1,10.0
ALB,22.0,0 days 00:01:39.588000,2.0,SOFT,11.0,1,10.0
ALB,23.0,0 days 00:01:39.802000,2.0,SOFT,12.0,1,10.0
ALB,24.0,0 days 00:01:39.890000,2.0,SOFT,13.0,1,10.0
ALB,25.0,0 days 00:01:39.832000,2.0,SOFT,14.0,1,10.0
ALB,26.0,0 days 00:01:42.610000,2.0,SOFT,15.0,1,10.0
ALB,27.0,0 days 00:01:59.870000,3.0,HARD,1.0,1,14.0
ALB,28.0,0 days 00:01:37.503000,3.0,HARD,2.0,1,13.0
ALB,29.0,0 days 00:01:38.127000,3.0,HARD,3.0,1,12.0
ALB,30.0,0 days 00:01:37.931000,3.0,HARD,4.0,1,12.0
ALB,31.0,0 days 00:01:38.104000,3.0,HARD,5.0,1,11.0
ALB,32.0,0 days 00:01:37.919000,3.0,HARD,6.0,1,11.0
ALB,33.0,0 days 00:01:38.104000,3.0,HARD,7.0,1,10.0
ALB,34.0,0 days 00:01:37.961000,3.0,HARD,8.0,1,10.0
ALB,35.0,0 days 00:01:37.984000,3.0,HARD,9.0,1,10.0
ALB,36.0,0 days 00:01:38.176000,3.0,HARD,10.0,1,10.0
ALB,37.0,0 days 00:01:38.038000,3.0,HARD,11.0,1,10.0
ALB,38.0,0 days 00:01:38.330000,3.0,HARD,12.0,1,10.0
ALB,39.0,0 days 00:01:38.346000,3.0,HARD,13.0,1,10.0
ALB,40.0,0 days 00:01:50.177000,3.0,HARD,14.0,126,9.0
ALB,41.0,0 days 00:02:08.659000,4.0,SOFT,1.0,671,9.0
ALB,42.0,0 days 00:01:37.211000,4.0,SOFT,2.0,1,10.0
ALB,43.0,0 days 00:01:37.144000,4.0,SOFT,3.0,1,10.0
ALB,44.0,0 days 00:01:37.327000,4.0,SOFT,4.0,1,10.0
ALB,45.0,0 days 00:01:37.503000,4.0,SOFT,5.0,1,10.0
ALB,46.0,0 days 00:01:37.577000,4.0,SOFT,6.0,1,10.0
ALB,47.0,0 days 00:01:37.545000,4.0,SOFT,7.0,1,10.0
ALB,48.0,0 days 00:01:37.684000,4.0,SOFT,8.0,1,10.0
ALB,49.0,0 days 00:01:37.609000,4.0,SOFT,9.0,1,10.0
ALB,50.0,0 days 00:01:37.695000,4.0,SOFT,10.0,1,10.0
ALB,51.0,0 days 00:01:37.727000,4.0,SOFT,11.0,1,10.0
ALB,52.0,0 days 00:01:37.861000,4.0,SOFT,12.0,1,10.0
ALB,53.0,0 days 00:01:37.778000,4.0,SOFT,13.0,1,10.0
ALB,54.0,0 days 00:01:37.780000,4.0,SOFT,14.0,1,10.0
ALB,55.0,0 days 00:01:37.803000,4.0,SOFT,15.0,1,10.0
ALB,56.0,0 days 00:01:38.159000,4.0,SOFT,16.0,1,10.0
ALB,57.0,0 days 00:01:38.137000,4.0,SOFT,17.0,1,10.0
ZHO,1.0,0 days 00:01:48.467000,1.0,SOFT,1.0,12,17.0
ZHO,2.0,0 days 00:01:41.091000,1.0,SOFT,2.0,21,17.0
ZHO,3.0,0 days 00:01:40.596000,1.0,SOFT,3.0,1,17.0
ZHO,4.0,0 days 00:01:40.853000,1.0,SOFT,4.0,1,17.0
ZHO,5.0,0 days 00:01:40.814000,1.0,SOFT,5.0,1,17.0
ZHO,6.0,0 days 00:01:41.156000,1.0,SOFT,6.0,1,17.0
ZHO,7.0,0 days 00:01:41.197000,1.0,SOFT,7.0,1,17.0
ZHO,8.0,0 days 00:01:41.184000,1.0,SOFT,8.0,1,17.0
ZHO,9.0,0 days 00:01:41.526000,1.0,SOFT,9.0,1,17.0
ZHO,10.0,0 days 00:01:41.743000,1.0,SOFT,10.0,1,17.0
ZHO,11.0,0 days 00:01:42.108000,1.0,SOFT,11.0,1,14.0
ZHO,12.0,0 days 00:01:43.870000,1.0,SOFT,12.0,1,12.0
ZHO,13.0,0 days 00:02:02.101000,2.0,HARD,1.0,1,20.0
ZHO,14.0,0 days 00:01:39.330000,2.0,HARD,2.0,1,19.0
ZHO,15.0,0 days 00:01:39.229000,2.0,HARD,3.0,1,19.0
ZHO,16.0,0 days 00:01:38.998000,2.0,HARD,4.0,1,17.0
ZHO,17.0,0 days 00:01:39.143000,2.0,HARD,5.0,1,17.0
ZHO,18.0,0 days 00:01:38.873000,2.0,HARD,6.0,1,15.0
ZHO,19.0,0 days 00:01:38.794000,2.0,HARD,7.0,1,15.0
ZHO,20.0,0 days 00:01:38.896000,2.0,HARD,8.0,1,15.0
ZHO,21.0,0 days 00:01:38.888000,2.0,HARD,9.0,1,15.0
ZHO,22.0,0 days 00:01:39.115000,2.0,HARD,10.0,1,15.0
ZHO,23.0,0 days 00:01:39.462000,2.0,HARD,11.0,1,15.0
ZHO,24.0,0 days 00:01:39.503000,2.0,HARD,12.0,1,15.0
ZHO,25.0,0 days 00:01:39.066000,2.0,HARD,13.0,1,14.0
ZHO,26.0,0 days 00:01:39.427000,2.0,HARD,14.0,1,13.0
ZHO,27.0,0 days 00:01:39.235000,2.0,HARD,15.0,1,11.0
ZHO,28.0,0 days 00:01:39.412000,2.0,HARD,16.0,1,11.0
ZHO,29.0,0 days 00:01:39.361000,2.0,HARD,17.0,1,11.0
ZHO,30.0,0 days 00:01:39.382000,2.0,HARD,18.0,1,9.0
ZHO,31.0,0 days 00:01:39.670000,2.0,HARD,19.0,1,9.0
ZHO,32.0,0 days 00:01:42.096000,2.0,HARD,20.0,1,10.0
ZHO,33.0,0 days 00:01:59.659000,3.0,SOFT,4.0,1,15.0
ZHO,34.0,0 days 00:01:37.037000,3.0,SOFT,5.0,1,15.0
ZHO,35.0,0 days 00:01:37.550000,3.0,SOFT,6.0,1,15.0
ZHO,36.0,0 days 00:01:37.957000,3.0,SOFT,7.0,1,15.0
ZHO,37.0,0 days 00:01:38.003000,3.0,SOFT,8.0,1,15.0
ZHO,38.0,0 days 00:01:38.422000,3.0,SOFT,9.0,1,15.0
ZHO,39.0,0 days 00:01:38.368000,3.0,SOFT,10.0,1,15.0
ZHO,40.0,0 days 00:01:53.456000,3.0,SOFT,11.0,126,14.0
ZHO,41.0,0 days 00:01:52.500000,3.0,SOFT,12.0,671,12.0
ZHO,42.0,0 days 00:01:39.904000,3.0,SOFT,13.0,1,13.0
ZHO,43.0,0 days 00:01:38.311000,3.0,SOFT,14.0,1,12.0
ZHO,44.0,0 days 00:01:37.974000,3.0,SOFT,15.0,1,12.0
ZHO,45.0,0 days 00:01:37.950000,3.0,SOFT,16.0,1,12.0
ZHO,46.0,0 days 00:01:38.336000,3.0,SOFT,17.0,1,12.0
ZHO,47.0,0 days 00:01:39.553000,3.0,SOFT,18.0,1,13.0
ZHO,48.0,0 days 00:01:38.596000,3.0,SOFT,19.0,1,13.0
ZHO,49.0,0 days 00:01:38.628000,3.0,SOFT,20.0,1,13.0
ZHO,50.0,0 days 00:01:39.893000,3.0,SOFT,21.0,1,13.0
ZHO,51.0,0 days 00:01:38.719000,3.0,SOFT,22.0,1,13.0
ZHO,52.0,0 days 00:01:38.713000,3.0,SOFT,23.0,1,13.0
ZHO,53.0,0 days 00:01:38.634000,3.0,SOFT,24.0,1,13.0
ZHO,54.0,0 days 00:01:41.967000,3.0,SOFT,25.0,1,13.0
ZHO,55.0,0 days 00:02:07.673000,4.0,SOFT,4.0,1,16.0
ZHO,56.0,0 days 00:01:33.996000,4.0,SOFT,5.0,1,16.0
HUL,1.0,0 days 00:01:47.339000,1.0,SOFT,4.0,12,14.0
HUL,2.0,0 days 00:01:40.720000,1.0,SOFT,5.0,21,14.0
HUL,3.0,0 days 00:01:40.484000,1.0,SOFT,6.0,1,14.0
HUL,4.0,0 days 00:01:41.004000,1.0,SOFT,7.0,1,15.0
HUL,5.0,0 days 00:01:41.002000,1.0,SOFT,8.0,1,15.0
HUL,6.0,0 days 00:01:41.002000,1.0,SOFT,9.0,1,15.0
HUL,7.0,0 days 00:01:41.148000,1.0,SOFT,10.0,1,15.0
HUL,8.0,0 days 00:01:41.249000,1.0,SOFT,11.0,1,15.0
HUL,9.0,0 days 00:01:41.615000,1.0,SOFT,12.0,1,15.0
HUL,10.0,0 days 00:01:42.252000,1.0,SOFT,13.0,1,15.0
HUL,11.0,0 days 00:01:46.790000,1.0,SOFT,14.0,1,16.0
HUL,12.0,0 days 00:02:02.579000,2.0,HARD,1.0,1,20.0
HUL,13.0,0 days 00:01:39.406000,2.0,HARD,2.0,1,19.0
HUL,14.0,0 days 00:01:38.847000,2.0,HARD,3.0,1,18.0
HUL,15.0,0 days 00:01:38.972000,2.0,HARD,4.0,1,18.0
HUL,16.0,0 days 00:01:39.136000,2.0,HARD,5.0,1,16.0
HUL,17.0,0 days 00:01:39.396000,2.0,HARD,6.0,1,16.0
HUL,18.0,0 days 00:01:40.323000,2.0,HARD,7.0,1,16.0
HUL,19.0,0 days 00:01:39.633000,2.0,HARD,8.0,1,16.0
HUL,20.0,0 days 00:01:39.495000,2.0,HARD,9.0,1,16.0
HUL,21.0,0 days 00:01:39.703000,2.0,HARD,10.0,1,16.0
HUL,22.0,0 days 00:01:39.934000,2.0,HARD,11.0,1,16.0
HUL,23.0,0 days 00:01:39.866000,2.0,HARD,12.0,1,16.0
HUL,24.0,0 days 00:01:39.855000,2.0,HARD,13.0,1,16.0
HUL,25.0,0 days 00:01:40.295000,2.0,HARD,14.0,1,16.0
HUL,26.0,0 days 00:01:42.931000,2.0,HARD,15.0,1,16.0
HUL,27.0,0 days 00:02:12.037000,3.0,HARD,1.0,1,19.0
HUL,28.0,0 days 00:01:36.981000,3.0,HARD,2.0,1,18.0
HUL,29.0,0 days 00:01:37.398000,3.0,HARD,3.0,1,18.0
HUL,30.0,0 days 00:01:37.617000,3.0,HARD,4.0,1,18.0
HUL,31.0,0 days 00:01:37.891000,3.0,HARD,5.0,1,18.0
HUL,32.0,0 days 00:01:37.806000,3.0,HARD,6.0,1,17.0
HUL,33.0,0 days 00:01:37.761000,3.0,HARD,7.0,1,17.0
HUL,34.0,0 days 00:01:37.895000,3.0,HARD,8.0,1,17.0
HUL,35.0,0 days 00:01:38.093000,3.0,HARD,9.0,1,17.0
HUL,36.0,0 days 00:01:38.245000,3.0,HARD,10.0,1,17.0
HUL,37.0,0 days 00:01:38.108000,3.0,HARD,11.0,1,17.0
HUL,38.0,0 days 00:01:38.191000,3.0,HARD,12.0,1,17.0
HUL,39.0,0 days 00:01:38.184000,3.0,HARD,13.0,1,17.0
HUL,40.0,0 days 00:01:58.689000,3.0,HARD,14.0,126,16.0
HUL,41.0,0 days 00:02:05.275000,4.0,SOFT,4.0,671,16.0
HUL,42.0,0 days 00:01:36.616000,4.0,SOFT,5.0,1,16.0
HUL,43.0,0 days 00:01:36.793000,4.0,SOFT,6.0,1,16.0
HUL,44.0,0 days 00:01:37.076000,4.0,SOFT,7.0,1,16.0
HUL,45.0,0 days 00:01:37.314000,4.0,SOFT,8.0,1,16.0
HUL,46.0,0 days 00:01:39.972000,4.0,SOFT,9.0,1,16.0
HUL,47.0,0 days 00:01:36.806000,4.0,SOFT,10.0,1,16.0
HUL,48.0,0 days 00:01:37.086000,4.0,SOFT,11.0,1,16.0
HUL,49.0,0 days 00:01:37.077000,4.0,SOFT,12.0,1,16.0
HUL,50.0,0 days 00:01:37.242000,4.0,SOFT,13.0,1,16.0
HUL,51.0,0 days 00:01:37.306000,4.0,SOFT,14.0,1,16.0
HUL,52.0,0 days 00:01:37.917000,4.0,SOFT,15.0,1,16.0
HUL,53.0,0 days 00:01:38.067000,4.0,SOFT,16.0,1,16.0
HUL,54.0,0 days 00:01:38.458000,4.0,SOFT,17.0,1,16.0
HUL,55.0,0 days 00:01:38.564000,4.0,SOFT,18.0,1,15.0
HUL,56.0,0 days 00:01:39.206000,4.0,SOFT,19.0,1,15.0
OCO,1.0,0 days 00:01:45.967000,1.0,SOFT,4.0,12,11.0
OCO,2.0,0 days 00:01:40.408000,1.0,SOFT,5.0,21,11.0
OCO,3.0,0 days 00:01:39.948000,1.0,SOFT,6.0,1,11.0
OCO,4.0,0 days 00:01:39.543000,1.0,SOFT,7.0,1,10.0
OCO,5.0,0 days 00:01:40.281000,1.0,SOFT,8.0,1,10.0
OCO,6.0,0 days 00:01:40.331000,1.0,SOFT,9.0,1,10.0
OCO,7.0,0 days 00:01:40.488000,1.0,SOFT,10.0,1,10.0
OCO,8.0,0 days 00:01:40.562000,1.0,SOFT,11.0,1,10.0
OCO,9.0,0 days 00:01:40.866000,1.0,SOFT,12.0,1,10.0
OCO,10.0,0 days 00:01:40.858000,1.0,SOFT,13.0,1,10.0
OCO,11.0,0 days 00:01:41.035000,1.0,SOFT,14.0,1,10.0
OCO,12.0,0 days 00:01:43.787000,1.0,SOFT,15.0,1,9.0
OCO,13.0,0 days 00:02:00.381000,2.0,HARD,1.0,1,12.0
OCO,14.0,0 days 00:01:38.649000,2.0,HARD,2.0,1,12.0
OCO,15.0,0 days 00:01:41.863000,2.0,HARD,3.0,1,13.0
OCO,16.0,0 days 00:02:15.708000,3.0,HARD,4.0,1,19.0
OCO,17.0,0 days 00:01:38.780000,3.0,HARD,5.0,1,19.0
OCO,18.0,0 days 00:01:38.886000,3.0,HARD,6.0,1,18.0
OCO,19.0,0 days 00:01:38.817000,3.0,HARD,7.0,1,18.0
OCO,20.0,0 days 00:01:38.809000,3.0,HARD,8.0,1,18.0
OCO,21.0,0 days 00:01:38.976000,3.0,HARD,9.0,1,18.0
OCO,22.0,0 days 00:01:39.028000,3.0,HARD,10.0,1,18.0
OCO,23.0,0 days 00:01:40.052000,3.0,HARD,11.0,1,19.0
OCO,24.0,0 days 00:01:39.382000,3.0,HARD,12.0,1,19.0
OCO,25.0,0 days 00:01:39.435000,3.0,HARD,13.0,1,19.0
OCO,26.0,0 days 00:01:39.521000,3.0,HARD,14.0,1,19.0
OCO,27.0,0 days 00:01:39.594000,3.0,HARD,15.0,1,18.0
OCO,28.0,0 days 00:01:40.026000,3.0,HARD,16.0,1,17.0
OCO,29.0,0 days 00:01:41.181000,3.0,HARD,17.0,1,17.0
OCO,30.0,0 days 00:01:39.757000,3.0,HARD,18.0,1,16.0
OCO,31.0,0 days 00:01:39.748000,3.0,HARD,19.0,1,16.0
OCO,32.0,0 days 00:01:44.296000,3.0,HARD,20.0,1,18.0
OCO,33.0,0 days 00:02:18.694000,4.0,HARD,1.0,1,19.0
OCO,34.0,0 days 00:01:36.797000,4.0,HARD,2.0,1,19.0
OCO,35.0,0 days 00:01:36.964000,4.0,HARD,3.0,1,19.0
OCO,36.0,0 days 00:01:37.364000,4.0,HARD,4.0,1,19.0
OCO,37.0,0 days 00:01:37.338000,4.0,HARD,5.0,1,19.0
OCO,38.0,0 days 00:01:37.216000,4.0,HARD,6.0,1,18.0
OCO,39.0,0 days 00:01:37.523000,4.0,HARD,7.0,12,18.0
OCO,40.0,0 days 00:02:08.023000,4.0,HARD,8.0,2671,17.0
OCO,41.0,0 days 00:01:42.684000,4.0,HARD,9.0,1,17.0
NOR,1.0,0 days 00:01:45.364000,1.0,SOFT,1.0,12,10.0
NOR,2.0,0 days 00:01:40.433000,1.0,SOFT,2.0,21,10.0
NOR,3.0,0 days 00:01:39.777000,1.0,SOFT,3.0,1,10.0
NOR,4.0,0 days 00:01:42.267000,1.0,SOFT,4.0,1,12.0
NOR,5.0,0 days 00:01:40.664000,1.0,SOFT,5.0,1,12.0
NOR,6.0,0 days 00:01:40.814000,1.0,SOFT,6.0,1,12.0
NOR,7.0,0 days 00:01:40.726000,1.0,SOFT,7.0,1,12.0
NOR,8.0,0 days 00:01:40.857000,1.0,SOFT,8.0,1,12.0
NOR,9.0,0 days 00:01:40.783000,1.0,SOFT,9.0,1,12.0
NOR,10.0,0 days 00:01:43.521000,1.0,SOFT,10.0,1,13.0
NOR,11.0,0 days 00:02:09.886000,2.0,HARD,1.0,1,20.0
NOR,12.0,0 days 00:01:39.314000,2.0,HARD,2.0,1,18.0
NOR,13.0,0 days 00:01:39.510000,2.0,HARD,3.0,1,17.0
NOR,14.0,0 days 00:01:39.243000,2.0,HARD,4.0,1,16.0
NOR,15.0,0 days 00:01:38.870000,2.0,HARD,5.0,1,16.0
NOR,16.0,0 days 00:01:38.860000,2.0,HARD,6.0,1,14.0
NOR,17.0,0 days 00:01:41.501000,2.0,HARD,7.0,1,15.0
NOR,18.0,0 days 00:02:08.607000,3.0,SOFT,4.0,1,19.0
NOR,19.0,0 days 00:01:37.966000,3.0,SOFT,5.0,1,19.0
NOR,20.0,0 days 00:01:38.345000,3.0,SOFT,6.0,1,19.0
NOR,21.0,0 days 00:01:38.297000,3.0,SOFT,7.0,1,19.0
NOR,22.0,0 days 00:01:38.908000,3.0,SOFT,8.0,1,19.0
NOR,23.0,0 days 00:01:38.291000,3.0,SOFT,9.0,1,18.0
NOR,24.0,0 days 00:01:38.696000,3.0,SOFT,10.0,1,18.0
NOR,25.0,0 days 00:01:38.447000,3.0,SOFT,11.0,1,18.0
NOR,26.0,0 days 00:01:38.440000,3.0,SOFT,12.0,1,18.0
NOR,27.0,0 days 00:01:40.973000,3.0,SOFT,13.0,1,17.0
NOR,28.0,0 days 00:02:07.663000,4.0,MEDIUM,1.0,1,19.0
NOR,29.0,0 days 00:01:37.260000,4.0,MEDIUM,2.0,1,19.0
NOR,30.0,0 days 00:01:37.605000,4.0,MEDIUM,3.0,1,19.0
NOR,31.0,0 days 00:01:37.768000,4.0,MEDIUM,4.0,1,19.0
NOR,32.0,0 days 00:01:38.111000,4.0,MEDIUM,5.0,1,19.0
NOR,33.0,0 days 00:01:37.520000,4.0,MEDIUM,6.0,1,18.0
NOR,34.0,0 days 00:01:37.987000,4.0,MEDIUM,7.0,1,18.0
NOR,35.0,0 days 00:01:37.870000,4.0,MEDIUM,8.0,1,18.0
NOR,36.0,0 days 00:01:39.886000,4.0,MEDIUM,9.0,1,18.0
NOR,37.0,0 days 00:01:40.197000,4.0,MEDIUM,10.0,1,18.0
NOR,38.0,0 days 00:02:08.682000,5.0,HARD,1.0,1,19.0
NOR,39.0,0 days 00:01:38.347000,5.0,HARD,2.0,12,19.0
NOR,40.0,0 days 00:02:07.970000,5.0,HARD,3.0,2671,18.0
NOR,41.0,0 days 00:01:36.705000,5.0,HARD,4.0,1,18.0
NOR,42.0,0 days 00:01:36.668000,5.0,HARD,5.0,1,17.0
NOR,43.0,0 days 00:01:36.687000,5.0,HARD,6.0,1,17.0
NOR,44.0,0 days 00:01:37.219000,5.0,HARD,7.0,1,17.0
NOR,45.0,0 days 00:01:37.426000,5.0,HARD,8.0,1,17.0
NOR,46.0,0 days 00:01:37.656000,5.0,HARD,9.0,1,17.0
NOR,47.0,0 days 00:01:40.433000,5.0,HARD,10.0,1,17.0
NOR,48.0,0 days 00:02:06.905000,6.0,SOFT,5.0,1,17.0
NOR,49.0,0 days 00:01:39.080000,6.0,SOFT,6.0,1,17.0
NOR,50.0,0 days 00:01:35.257000,6.0,SOFT,7.0,1,17.0
NOR,51.0,0 days 00:01:35.822000,6.0,SOFT,8.0,1,17.0
NOR,52.0,0 days 00:01:36.152000,6.0,SOFT,9.0,1,17.0
NOR,53.0,0 days 00:01:36.500000,6.0,SOFT,10.0,1,17.0
NOR,54.0,0 days 00:01:39.789000,6.0,SOFT,11.0,1,17.0
NOR,55.0,0 days 00:02:04.847000,7.0,SOFT,7.0,1,17.0
HAM,1.0,0 days 00:01:42.288000,1.0,SOFT,4.0,12,5.0
HAM,2.0,0 days 00:01:39.166000,1.0,SOFT,5.0,21,5.0
HAM,3.0,0 days 00:01:39.220000,1.0,SOFT,6.0,1,5.0
HAM,4.0,0 days 00:01:39.198000,1.0,SOFT,7.0,1,5.0
HAM,5.0,0 days 00:01:39.335000,1.0,SOFT,8.0,1,5.0
HAM,6.0,0 days 00:01:39.756000,1.0,SOFT,9.0,1,5.0
HAM,7.0,0 days 00:01:39.757000,1.0,SOFT,10.0,1,5.0
HAM,8.0,0 days 00:01:40.267000,1.0,SOFT,11.0,1,5.0
HAM,9.0,0 days 00:01:40.323000,1.0,SOFT,12.0,1,5.0
HAM,10.0,0 days 00:01:40.289000,1.0,SOFT,13.0,1,5.0
HAM,11.0,0 days 00:01:40.752000,1.0,SOFT,14.0,1,5.0
HAM,12.0,0 days 00:01:43.336000,1.0,SOFT,15.0,1,7.0
HAM,13.0,0 days 00:01:59.179000,2.0,HARD,1.0,1,8.0
HAM,14.0,0 days 00:01:38.308000,2.0,HARD,2.0,1,7.0
HAM,15.0,0 days 00:01:38.527000,2.0,HARD,3.0,1,6.0
HAM,16.0,0 days 00:01:38.617000,2.0,HARD,4.0,1,5.0
HAM,17.0,0 days 00:01:38.704000,2.0,HARD,5.0,1,5.0
HAM,18.0,0 days 00:01:38.690000,2.0,HARD,6.0,1,5.0
HAM,19.0,0 days 00:01:38.684000,2.0,HARD,7.0,1,5.0
HAM,20.0,0 days 00:01:38.478000,2.0,HARD,8.0,1,5.0
HAM,21.0,0 days 00:01:38.581000,2.0,HARD,9.0,1,5.0
HAM,22.0,0 days 00:01:38.460000,2.0,HARD,10.0,1,5.0
HAM,23.0,0 days 00:01:38.384000,2.0,HARD,11.0,1,5.0
HAM,24.0,0 days 00:01:38.367000,2.0,HARD,12.0,1,5.0
HAM,25.0,0 days 00:01:38.290000,2.0,HARD,13.0,1,5.0
HAM,26.0,0 days 00:01:38.339000,2.0,HARD,14.0,1,5.0
HAM,27.0,0 days 00:01:38.369000,2.0,HARD,15.0,1,5.0
HAM,28.0,0 days 00:01:38.265000,2.0,HARD,16.0,1,5.0
HAM,29.0,0 days 00:01:38.380000,2.0,HARD,17.0,1,5.0
HAM,30.0,0 days 00:01:41.175000,2.0,HARD,18.0,1,6.0
HAM,31.0,0 days 00:01:59.503000,3.0,HARD,1.0,1,7.0
HAM,32.0,0 days 00:01:37.563000,3.0,HARD,2.0,1,6.0
HAM,33.0,0 days 00:01:37.549000,3.0,HARD,3.0,1,6.0
HAM,34.0,0 days 00:01:38.135000,3.0,HARD,4.0,1,6.0
HAM,35.0,0 days 00:01:36.831000,3.0,HARD,5.0,1,5.0
HAM,36.0,0 days 00:01:36.546000,3.0,HARD,6.0,1,5.0
HAM,37.0,0 days 00:01:37.388000,3.0,HARD,7.0,1,5.0
HAM,38.0,0 days 00:01:38.304000,3.0,HARD,8.0,1,6.0
HAM,39.0,0 days 00:01:37.478000,3.0,HARD,9.0,1,6.0
HAM,40.0,0 days 00:01:37.494000,3.0,HARD,10.0,12,5.0
HAM,41.0,0 days 00:02:06.491000,3.0,HARD,11.0,2671,5.0
HAM,42.0,0 days 00:01:37.061000,3.0,HARD,12.0,1,5.0
HAM,43.0,0 days 00:01:37.111000,3.0,HARD,13.0,1,5.0
HAM,44.0,0 days 00:01:37.048000,3.0,HARD,14.0,1,5.0
HAM,45.0,0 days 00:01:37.661000,3.0,HARD,15.0,1,5.0
HAM,46.0,0 days 00:01:37.779000,3.0,HARD,16.0,1,5.0
HAM,47.0,0 days 00:01:38.517000,3.0,HARD,17.0,1,5.0
HAM,48.0,0 days 00:01:37.844000,3.0,HARD,18.0,1,5.0
HAM,49.0,0 days 00:01:37.954000,3.0,HARD,19.0,1,5.0
HAM,50.0,0 days 00:01:37.770000,3.0,HARD,20.0,1,5.0
HAM,51.0,0 days 00:01:38.014000,3.0,HARD,21.0,1,5.0
HAM,52.0,0 days 00:01:37.803000,3.0,HARD,22.0,1,5.0
HAM,53.0,0 days 00:01:37.988000,3.0,HARD,23.0,1,5.0
HAM,54.0,0 days 00:01:38.076000,3.0,HARD,24.0,1,5.0
HAM,55.0,0 days 00:01:37.955000,3.0,HARD,25.0,1,5.0
HAM,56.0,0 days 00:01:38.111000,3.0,HARD,26.0,1,5.0
HAM,57.0,0 days 00:01:38.255000,3.0,HARD,27.0,1,5.0
SAI,1.0,0 days 00:01:41.659000,1.0,SOFT,4.0,12,4.0
SAI,2.0,0 days 00:01:38.933000,1.0,SOFT,5.0,21,4.0
SAI,3.0,0 days 00:01:39.042000,1.0,SOFT,6.0,1,4.0
SAI,4.0,0 days 00:01:38.985000,1.0,SOFT,7.0,1,4.0
SAI,5.0,0 days 00:01:39.128000,1.0,SOFT,8.0,1,4.0
SAI,6.0,0 days 00:01:39.474000,1.0,SOFT,9.0,1,4.0
SAI,7.0,0 days 00:01:39.502000,1.0,SOFT,10.0,1,4.0
SAI,8.0,0 days 00:01:39.779000,1.0,SOFT,11.0,1,4.0
SAI,9.0,0 days 00:01:39.744000,1.0,SOFT,12.0,1,4.0
SAI,10.0,0 days 00:01:40.102000,1.0,SOFT,13.0,1,4.0
SAI,11.0,0 days 00:01:40.507000,1.0,SOFT,14.0,1,4.0
SAI,12.0,0 days 00:01:40.520000,1.0,SOFT,15.0,1,4.0
SAI,13.0,0 days 00:01:43.310000,1.0,SOFT,16.0,1,4.0
SAI,14.0,0 days 00:01:59.006000,2.0,HARD,1.0,1,6.0
SAI,15.0,0 days 00:01:37.985000,2.0,HARD,2.0,1,5.0
